,formula,heusler type,num_electron,struct type,latt const,tetragonality,e_form,pol fermi,gap width,stability,mu_b,mu_b saturation
765,"[44, 25, 31, 0]","[0, 1, 0]",18,"[0, 0, 1, 0, 0, 0]",5.69,1.0,0.236,50.95,0.0,False,0.1057,21.28
766,"[44, 25, 49, 0]","[0, 1, 0]",18,"[0, 0, 1, 0, 0, 0]",6.15,1.0,0.421,100.0,0.009,False,4.0,637.91
767,"[44, 25, 14, 0]","[0, 1, 0]",19,"[0, 0, 1, 0, 0, 0]",5.6,1.0036,-0.058,93.19,0.0,True,0.9897,208.31
768,"[44, 25, 32, 0]","[0, 1, 0]",19,"[0, 0, 1, 0, 0, 0]",5.72,1.0,0.104,100.0,0.133,False,1.0109,200.38
769,"[44, 25, 50, 0]","[0, 1, 0]",19,"[0, 0, 1, 0, 0, 0]",6.13,1.0,0.158,31.68,0.523,False,3.8907,626.58
770,"[44, 25, 15, 0]","[0, 1, 0]",20,"[0, 0, 1, 0, 0, 0]",5.5888,1.0034,-0.28,100.0,0.65,True,2.0,423.56
771,"[44, 25, 33, 0]","[0, 1, 0]",20,"[0, 0, 1, 0, 0, 0]",5.7574,1.0006,-0.053,100.0,0.779,True,2.0,388.51
772,"[44, 25, 51, 0]","[0, 1, 0]",20,"[0, 0, 1, 0, 0, 0]",6.0633,1.0044,0.022,48.53,0.727,False,3.0196,500.33
773,"[44, 26, 13, 0]","[0, 1, 0]",19,"[0, 0, 1, 0, 0, 0]",5.7885,0.9993,0.178,90.95,0.029,False,3.0007,574.3
774,"[44, 26, 31, 0]","[0, 1, 0]",19,"[0, 0, 1, 0, 0, 0]",5.66,1.0018,0.286,63.75,0.019,False,2.9927,611.19
775,"[44, 26, 49, 0]","[0, 1, 0]",19,"[0, 0, 1, 0, 0, 0]",6.08,1.0,0.505,64.84,0.0,False,3.4353,567.0
776,"[44, 26, 14, 0]","[0, 1, 0]",20,"[0, 0, 1, 0, 0, 0]",5.64,1.0,-0.036,50.79,0.033,True,2.1657,447.8
777,"[44, 26, 32, 0]","[0, 1, 0]",20,"[0, 0, 1, 0, 0, 0]",5.748,1.0023,0.099,12.84,0.133,False,2.3091,450.0
778,"[44, 26, 50, 0]","[0, 1, 0]",20,"[0, 0, 1, 0, 0, 0]",6.0255,1.0001,0.206,58.25,0.152,False,2.8276,479.44
779,"[44, 26, 15, 0]","[0, 1, 0]",21,"[0, 0, 1, 0, 0, 0]",5.59,1.0,-0.229,41.71,0.323,True,2.6572,564.31
780,"[44, 26, 33, 0]","[0, 1, 0]",21,"[0, 0, 1, 0, 0, 0]",5.76,1.0,-0.012,6.65,0.381,True,2.8648,556.1
781,"[44, 26, 51, 0]","[0, 1, 0]",21,"[0, 0, 1, 0, 0, 0]",6.03,1.0,0.053,100.0,0.356,False,3.0002,507.6
782,"[44, 28, 13, 0]","[0, 1, 0]",21,"[0, 0, 1, 0, 0, 0]",5.74,1.0,-0.109,46.69,0.076,True,1.4444,283.32
783,"[44, 28, 31, 0]","[0, 1, 0]",21,"[0, 0, 1, 0, 0, 0]",5.75,1.0,-0.03,41.52,0.076,True,1.1107,216.73
784,"[44, 28, 49, 0]","[0, 1, 0]",21,"[0, 0, 1, 0, 0, 0]",6.04,1.0,0.521,69.32,0.0,False,1.6147,271.84
785,"[44, 28, 14, 0]","[0, 1, 0]",22,"[0, 0, 1, 0, 0, 0]",5.6132,1.0,-0.28,47.24,0.0,True,0.803,168.43
786,"[44, 28, 32, 0]","[0, 1, 0]",22,"[0, 0, 1, 0, 0, 0]",5.7229,1.0024,-0.154,39.11,0.0,True,0.7273,143.6
787,"[44, 28, 50, 0]","[0, 1, 0]",22,"[0, 0, 1, 0, 0, 0]",5.9913,1.0012,-0.06,51.46,0.0,True,0.7544,129.97
788,"[44, 28, 15, 0]","[0, 1, 0]",23,"[0, 0, 1, 0, 0, 0]",5.56,0.9982,-0.472,0.0,0.0,True,0.0,0.0
789,"[44, 28, 33, 0]","[0, 1, 0]",23,"[0, 0, 1, 0, 0, 0]",5.72,0.9983,-0.262,0.0,0.0,True,0.0,0.0
790,"[44, 28, 51, 0]","[0, 1, 0]",23,"[0, 0, 1, 0, 0, 0]",5.99,0.9967,-0.201,0.0,0.0,True,0.0,0.0
791,"[27, 22, 13, 0]","[0, 1, 0]",16,"[0, 0, 1, 0, 0, 0]",5.7,1.0,-0.238,63.36,0.703,True,1.048,209.92
792,"[27, 22, 31, 0]","[0, 1, 0]",16,"[0, 0, 1, 0, 0, 0]",5.71,1.0,-0.246,67.93,0.955,True,1.0926,217.71
793,"[27, 22, 49, 0]","[0, 1, 0]",16,"[0, 0, 1, 0, 0, 0]",5.99,1.0,0.006,61.13,0.789,False,1.33,229.56
794,"[27, 22, 14, 0]","[0, 1, 0]",17,"[0, 0, 1, 0, 0, 0]",5.577,0.9953,-0.59,78.74,1.159,True,0.9998,214.82
795,"[27, 22, 32, 0]","[0, 1, 0]",17,"[0, 0, 1, 0, 0, 0]",5.6437,1.0052,-0.498,51.17,1.097,True,0.9734,199.84
796,"[27, 22, 50, 0]","[0, 1, 0]",17,"[0, 0, 1, 0, 0, 0]",5.9309,1.0038,-0.36,71.31,0.865,True,0.9647,170.89
797,"[27, 22, 15, 0]","[0, 1, 0]",18,"[0, 0, 1, 0, 0, 0]",5.4288,1.0039,-1.109,0.0,1.392,True,0.0,0.0
798,"[27, 22, 33, 0]","[0, 1, 0]",18,"[0, 0, 1, 0, 0, 0]",5.61,1.0,-0.852,0.0,1.2919,True,0.0,0.0
799,"[27, 22, 51, 0]","[0, 1, 0]",18,"[0, 0, 1, 0, 0, 0]",5.8771,1.0017,-0.67,0.0,1.0597,True,0.0,0.0
800,"[27, 23, 13, 0]","[0, 1, 0]",17,"[0, 0, 1, 0, 0, 0]",5.56,1.0,-0.093,58.1,0.195,True,0.6878,148.44
801,"[27, 23, 31, 0]","[0, 1, 0]",17,"[0, 0, 1, 0, 0, 0]",5.56,1.0,-0.068,82.6,0.484,True,0.8593,185.46
802,"[27, 23, 49, 0]","[0, 1, 0]",17,"[0, 0, 1, 0, 0, 0]",5.86,1.0,0.266,89.94,0.655,False,0.967,178.26
803,"[27, 23, 14, 0]","[0, 1, 0]",18,"[0, 0, 1, 0, 0, 0]",5.41,1.0,-0.548,0.0,0.5467,True,0.0,0.0
804,"[27, 23, 32, 0]","[0, 1, 0]",18,"[0, 0, 1, 0, 0, 0]",5.4982,1.0036,-0.391,0.0,0.6791,True,0.0,0.0
805,"[27, 23, 50, 0]","[0, 1, 0]",18,"[0, 0, 1, 0, 0, 0]",5.79,1.0,-0.164,0.0,0.6511,True,0.0,0.0
806,"[27, 23, 15, 0]","[0, 1, 0]",19,"[0, 0, 1, 0, 0, 0]",5.3587,0.998,-0.643,92.65,1.335,True,0.9949,240.32
807,"[27, 23, 33, 0]","[0, 1, 0]",19,"[0, 0, 1, 0, 0, 0]",5.5264,0.9988,-0.363,100.0,1.221,True,1.0,220.05
808,"[27, 23, 51, 0]","[0, 1, 0]",19,"[0, 0, 1, 0, 0, 0]",5.8092,1.0017,-0.182,100.0,0.903,True,1.0,188.9
809,"[27, 24, 13, 0]","[0, 1, 0]",18,"[0, 0, 1, 0, 0, 0]",5.45,1.0042,0.033,0.0,0.038,False,0.0,0.0
810,"[27, 24, 31, 0]","[0, 1, 0]",18,"[0, 0, 1, 0, 0, 0]",5.4451,1.0055,0.078,0.0,0.0,False,0.0,0.0
811,"[27, 24, 49, 0]","[0, 1, 0]",18,"[0, 0, 1, 0, 0, 0]",5.7643,1.0036,0.465,0.0,0.01,False,0.0,0.0
812,"[27, 24, 14, 0]","[0, 1, 0]",19,"[0, 0, 1, 0, 0, 0]",5.3575,1.0026,-0.203,99.6,0.802,True,1.0,240.62
813,"[27, 24, 32, 0]","[0, 1, 0]",19,"[0, 0, 1, 0, 0, 0]",5.4726,1.003,-0.035,100.0,0.964,True,1.0,225.65
814,"[27, 24, 50, 0]","[0, 1, 0]",19,"[0, 0, 1, 0, 0, 0]",5.78,1.0017,0.167,100.0,0.751,False,1.0,191.78
815,"[27, 24, 15, 0]","[0, 1, 0]",20,"[0, 0, 1, 0, 0, 0]",5.3249,1.0041,-0.362,100.0,1.335,True,2.0,489.39
816,"[27, 24, 33, 0]","[0, 1, 0]",20,"[0, 0, 1, 0, 0, 0]",5.5192,1.0001,-0.104,100.0,1.073,True,2.0,441.25
817,"[27, 24, 51, 0]","[0, 1, 0]",20,"[0, 0, 1, 0, 0, 0]",5.8075,1.0004,0.036,100.0,0.76,False,2.0,378.65
818,"[27, 25, 13, 0]","[0, 1, 0]",19,"[0, 0, 1, 0, 0, 0]",5.45,1.0018,0.078,78.09,0.019,False,1.0396,237.8
819,"[27, 25, 31, 0]","[0, 1, 0]",19,"[0, 0, 1, 0, 0, 0]",5.46,1.0,0.139,96.21,0.28,False,1.0028,228.54
820,"[27, 25, 49, 0]","[0, 1, 0]",19,"[0, 0, 1, 0, 0, 0]",5.93,1.0,0.344,19.49,0.751,False,4.3243,769.27
821,"[27, 25, 14, 0]","[0, 1, 0]",20,"[0, 0, 1, 0, 0, 0]",5.356,1.0041,-0.209,100.0,0.779,True,2.0,480.89
822,"[27, 25, 32, 0]","[0, 1, 0]",20,"[0, 0, 1, 0, 0, 0]",5.49,1.0018,-0.057,100.0,0.993,True,2.0,447.56
823,"[27, 25, 50, 0]","[0, 1, 0]",20,"[0, 0, 1, 0, 0, 0]",5.8366,1.0033,0.079,25.61,0.775,False,2.9147,542.02
824,"[27, 25, 15, 0]","[0, 1, 0]",21,"[0, 0, 1, 0, 0, 0]",5.34,1.0,-0.443,100.0,1.288,True,3.0,730.84
825,"[27, 25, 33, 0]","[0, 1, 0]",21,"[0, 0, 1, 0, 0, 0]",5.53,1.0,-0.211,100.0,1.159,True,3.0,658.07
826,"[27, 25, 51, 0]","[0, 1, 0]",21,"[0, 0, 1, 0, 0, 0]",5.82,1.0,-0.108,100.0,0.888,True,3.0,564.52
827,"[27, 26, 13, 0]","[0, 1, 0]",20,"[0, 0, 1, 0, 0, 0]",5.5,0.9982,0.043,63.28,0.004,False,2.6218,585.64
828,"[27, 26, 31, 0]","[0, 1, 0]",20,"[0, 0, 1, 0, 0, 0]",5.51,0.9982,0.107,65.16,0.119,False,2.679,595.16
829,"[27, 26, 49, 0]","[0, 1, 0]",20,"[0, 0, 1, 0, 0, 0]",5.8,1.0,0.373,67.92,0.28,False,3.3909,644.7
830,"[27, 26, 14, 0]","[0, 1, 0]",21,"[0, 0, 1, 0, 0, 0]",5.3621,1.0043,-0.204,86.36,0.328,True,2.9966,717.99
831,"[27, 26, 32, 0]","[0, 1, 0]",21,"[0, 0, 1, 0, 0, 0]",5.5,1.0,-0.061,100.0,0.442,True,3.0,668.9
832,"[27, 26, 50, 0]","[0, 1, 0]",21,"[0, 0, 1, 0, 0, 0]",5.79,0.9983,0.064,100.0,0.461,False,3.0,574.33
833,"[27, 26, 15, 0]","[0, 1, 0]",22,"[0, 0, 1, 0, 0, 0]",5.35,1.0,-0.348,12.31,0.536,True,3.8481,932.21
834,"[27, 26, 33, 0]","[0, 1, 0]",22,"[0, 0, 1, 0, 0, 0]",5.53,1.0018,-0.13,65.6,0.551,True,3.9795,871.36
835,"[27, 26, 51, 0]","[0, 1, 0]",22,"[0, 0, 1, 0, 0, 0]",5.81,1.0,-0.033,52.37,0.537,True,3.9793,752.67
836,"[27, 28, 13, 0]","[0, 1, 0]",22,"[0, 0, 1, 0, 0, 0]",5.49,1.0,0.462,69.46,0.005,False,1.0288,230.64
837,"[27, 28, 31, 0]","[0, 1, 0]",22,"[0, 0, 1, 0, 0, 0]",5.5,1.0018,0.533,68.46,0.0,False,1.1276,250.96
838,"[27, 28, 49, 0]","[0, 1, 0]",22,"[0, 0, 1, 0, 0, 0]",5.81,0.9983,0.765,81.9,0.0,False,1.4494,274.62
839,"[27, 28, 14, 0]","[0, 1, 0]",23,"[0, 0, 1, 0, 0, 0]",5.34,1.0019,0.288,0.0,0.0,False,0.0,0.0
840,"[27, 28, 32, 0]","[0, 1, 0]",23,"[0, 0, 1, 0, 0, 0]",5.4495,1.0042,0.422,0.0,0.0,False,0.0002,0.05
841,"[27, 28, 50, 0]","[0, 1, 0]",23,"[0, 0, 1, 0, 0, 0]",5.7409,1.0028,0.504,0.0,0.0,False,0.0002,0.04
842,"[27, 28, 15, 0]","[0, 1, 0]",24,"[0, 0, 1, 0, 0, 0]",5.28,1.0019,0.141,5.49,0.0,False,0.2689,67.64
843,"[27, 28, 33, 0]","[0, 1, 0]",24,"[0, 0, 1, 0, 0, 0]",5.46,1.0,0.349,11.79,0.0,False,0.4672,106.48
844,"[27, 28, 51, 0]","[0, 1, 0]",24,"[0, 0, 1, 0, 0, 0]",5.73,1.0017,0.4,25.27,0.0,False,0.395,77.75
845,"[45, 22, 13, 0]","[0, 1, 0]",16,"[0, 0, 1, 0, 0, 0]",5.95,1.0,-0.535,64.1,0.224,True,1.2431,218.92
846,"[45, 22, 31, 0]","[0, 1, 0]",16,"[0, 0, 1, 0, 0, 0]",5.95,1.0,-0.492,69.36,0.413,True,1.178,207.45
847,"[45, 22, 49, 0]","[0, 1, 0]",16,"[0, 0, 1, 0, 0, 0]",6.21,1.0,-0.304,66.98,0.351,True,1.3605,210.74
848,"[45, 22, 14, 0]","[0, 1, 0]",17,"[0, 0, 1, 0, 0, 0]",5.83,1.0017,-0.69,0.12,0.713,True,0.0015,0.28
849,"[45, 22, 32, 0]","[0, 1, 0]",17,"[0, 0, 1, 0, 0, 0]",5.92,1.0,-0.635,4.8,0.727,True,0.0679,12.14
850,"[45, 22, 50, 0]","[0, 1, 0]",17,"[0, 0, 1, 0, 0, 0]",6.15,1.0058,-0.591,0.0,0.631,True,0.0001,0.02
851,"[45, 22, 15, 0]","[0, 1, 0]",18,"[0, 0, 1, 0, 0, 0]",5.7366,1.001,-1.075,0.0,0.869,True,0.0,0.0
852,"[45, 22, 33, 0]","[0, 1, 0]",18,"[0, 0, 1, 0, 0, 0]",5.872,1.0039,-0.901,0.0,0.8503,True,0.0,0.0
853,"[45, 22, 51, 0]","[0, 1, 0]",18,"[0, 0, 1, 0, 0, 0]",6.118,1.0034,-0.837,0.0,0.7457,True,0.0,0.0
854,"[45, 23, 13, 0]","[0, 1, 0]",17,"[0, 0, 1, 0, 0, 0]",5.8262,1.0009,-0.275,87.85,0.0,True,0.8014,150.18
855,"[45, 23, 31, 0]","[0, 1, 0]",17,"[0, 0, 1, 0, 0, 0]",5.82,1.0,-0.207,90.12,0.18,True,0.8873,166.97
856,"[45, 23, 49, 0]","[0, 1, 0]",17,"[0, 0, 1, 0, 0, 0]",6.09,1.0,0.048,92.08,0.247,False,0.9487,155.81
857,"[45, 23, 14, 0]","[0, 1, 0]",18,"[0, 0, 1, 0, 0, 0]",5.69,1.0,-0.529,0.0,0.3134,True,0.0,0.0
858,"[45, 23, 32, 0]","[0, 1, 0]",18,"[0, 0, 1, 0, 0, 0]",5.7749,1.0051,-0.41,0.0,0.4279,True,0.0,0.0
859,"[45, 23, 50, 0]","[0, 1, 0]",18,"[0, 0, 1, 0, 0, 0]",6.04,1.0017,-0.302,0.0,0.3899,True,0.0,0.0
860,"[45, 23, 15, 0]","[0, 1, 0]",19,"[0, 0, 1, 0, 0, 0]",5.66,1.0018,-0.567,95.87,0.87,True,0.9998,204.19
861,"[45, 23, 33, 0]","[0, 1, 0]",19,"[0, 0, 1, 0, 0, 0]",5.81,1.0034,-0.377,100.0,0.883,True,1.0,188.5
862,"[45, 23, 51, 0]","[0, 1, 0]",19,"[0, 0, 1, 0, 0, 0]",6.0581,1.0024,-0.312,100.0,0.803,True,1.0,166.45
863,"[45, 24, 13, 0]","[0, 1, 0]",18,"[0, 0, 1, 0, 0, 0]",5.73,1.0,-0.075,0.0,0.0,True,0.0,0.0
864,"[45, 24, 31, 0]","[0, 1, 0]",18,"[0, 0, 1, 0, 0, 0]",5.74,0.9983,0.015,0.0,0.0,False,0.0,0.0
865,"[45, 24, 49, 0]","[0, 1, 0]",18,"[0, 0, 1, 0, 0, 0]",6.19,1.0,0.207,83.4,0.0,False,3.7036,579.27
866,"[45, 24, 14, 0]","[0, 1, 0]",19,"[0, 0, 1, 0, 0, 0]",5.65,1.0018,-0.183,100.0,0.565,True,1.0,205.31
867,"[45, 24, 32, 0]","[0, 1, 0]",19,"[0, 0, 1, 0, 0, 0]",5.75,1.0035,-0.056,100.0,0.665,True,1.0,194.45
868,"[45, 24, 50, 0]","[0, 1, 0]",19,"[0, 0, 1, 0, 0, 0]",6.02,0.9983,0.043,100.0,0.622,False,0.9999,170.3
869,"[45, 24, 15, 0]","[0, 1, 0]",20,"[0, 0, 1, 0, 0, 0]",5.65,1.0035,-0.293,100.0,0.912,True,2.0,409.9
870,"[45, 24, 33, 0]","[0, 1, 0]",20,"[0, 0, 1, 0, 0, 0]",5.81,1.0017,-0.121,100.0,0.945,True,2.0,377.64
871,"[45, 24, 51, 0]","[0, 1, 0]",20,"[0, 0, 1, 0, 0, 0]",6.0742,1.0007,-0.091,83.97,0.818,True,2.374,392.69
872,"[45, 25, 13, 0]","[0, 1, 0]",19,"[0, 0, 1, 0, 0, 0]",5.89,1.0017,-0.191,30.69,0.504,True,4.0227,729.06
873,"[45, 25, 31, 0]","[0, 1, 0]",19,"[0, 0, 1, 0, 0, 0]",5.89,1.0,-0.112,22.75,0.622,True,4.0108,728.14
874,"[45, 25, 49, 0]","[0, 1, 0]",19,"[0, 0, 1, 0, 0, 0]",6.18,1.0,0.019,3.99,0.546,False,4.2613,669.74
875,"[45, 25, 14, 0]","[0, 1, 0]",20,"[0, 0, 1, 0, 0, 0]",5.7109,0.9954,-0.231,55.65,0.713,True,2.8382,567.87
876,"[45, 25, 32, 0]","[0, 1, 0]",20,"[0, 0, 1, 0, 0, 0]",5.8231,1.0036,-0.151,42.28,0.727,True,3.1638,592.28
877,"[45, 25, 50, 0]","[0, 1, 0]",20,"[0, 0, 1, 0, 0, 0]",6.1204,1.0047,-0.176,43.45,0.627,True,3.7188,598.89
878,"[45, 25, 15, 0]","[0, 1, 0]",21,"[0, 0, 1, 0, 0, 0]",5.67,0.9982,-0.404,100.0,0.893,True,3.0,611.6
879,"[45, 25, 33, 0]","[0, 1, 0]",21,"[0, 0, 1, 0, 0, 0]",5.83,0.9983,-0.256,61.34,0.879,True,3.0289,568.0
880,"[45, 25, 51, 0]","[0, 1, 0]",21,"[0, 0, 1, 0, 0, 0]",6.09,1.0,-0.276,18.92,0.751,True,3.3184,545.01
881,"[45, 26, 13, 0]","[0, 1, 0]",20,"[0, 0, 1, 0, 0, 0]",5.78,1.0,-0.147,80.04,0.0,True,2.8322,544.09
882,"[45, 26, 31, 0]","[0, 1, 0]",20,"[0, 0, 1, 0, 0, 0]",5.79,1.0,-0.051,74.27,0.105,True,2.8206,539.05
883,"[45, 26, 49, 0]","[0, 1, 0]",20,"[0, 0, 1, 0, 0, 0]",6.08,1.0,0.145,78.17,0.119,False,3.0844,509.08
884,"[45, 26, 14, 0]","[0, 1, 0]",21,"[0, 0, 1, 0, 0, 0]",5.68,1.0,-0.24,73.74,0.423,True,2.9903,605.34
885,"[45, 26, 32, 0]","[0, 1, 0]",21,"[0, 0, 1, 0, 0, 0]",5.78,0.9982,-0.139,100.0,0.494,True,3.0,577.34
886,"[45, 26, 50, 0]","[0, 1, 0]",21,"[0, 0, 1, 0, 0, 0]",6.05,1.0,-0.121,100.0,0.479,True,3.0,502.55
887,"[45, 26, 15, 0]","[0, 1, 0]",22,"[0, 0, 1, 0, 0, 0]",5.65,0.9982,-0.256,53.45,0.694,True,3.3912,698.72
888,"[45, 26, 33, 0]","[0, 1, 0]",22,"[0, 0, 1, 0, 0, 0]",5.81,1.0,-0.114,59.81,0.712,True,3.5772,676.62
889,"[45, 26, 51, 0]","[0, 1, 0]",22,"[0, 0, 1, 0, 0, 0]",6.0464,1.0025,-0.132,69.64,0.593,True,3.5768,598.77
890,"[45, 28, 13, 0]","[0, 1, 0]",22,"[0, 0, 1, 0, 0, 0]",5.73,1.0,0.199,65.95,0.0,False,0.5473,107.92
891,"[45, 28, 31, 0]","[0, 1, 0]",22,"[0, 0, 1, 0, 0, 0]",5.75,0.9983,0.303,0.0,0.0,False,0.0011,0.22
892,"[45, 28, 49, 0]","[0, 1, 0]",22,"[0, 0, 1, 0, 0, 0]",6.02,0.9983,0.49,73.36,0.0,False,0.4739,80.71
893,"[45, 28, 14, 0]","[0, 1, 0]",23,"[0, 0, 1, 0, 0, 0]",5.62,0.9982,0.143,0.0,0.0,False,0.0,0.0
894,"[45, 28, 32, 0]","[0, 1, 0]",23,"[0, 0, 1, 0, 0, 0]",5.73,1.0,0.249,0.0,0.0,False,0.0,0.0
895,"[45, 28, 50, 0]","[0, 1, 0]",23,"[0, 0, 1, 0, 0, 0]",6.0,0.9967,0.245,0.0,0.0,False,0.0,0.0
896,"[45, 28, 15, 0]","[0, 1, 0]",24,"[0, 0, 1, 0, 0, 0]",5.57,1.0,0.116,0.0,0.0,False,0.0,0.0
897,"[45, 28, 33, 0]","[0, 1, 0]",24,"[0, 0, 1, 0, 0, 0]",5.72,1.0052,0.257,0.0,0.0,False,0.0001,0.02
898,"[45, 28, 51, 0]","[0, 1, 0]",24,"[0, 0, 1, 0, 0, 0]",5.97,1.0,0.209,0.0,0.0,False,0.0,0.0
899,"[28, 22, 13, 0]","[0, 1, 0]",17,"[0, 0, 1, 0, 0, 0]",5.75,1.0,-0.36,95.41,0.418,True,0.9839,191.99
900,"[28, 22, 31, 0]","[0, 1, 0]",17,"[0, 0, 1, 0, 0, 0]",5.72,1.0,-0.385,96.73,0.594,True,0.9969,197.6
901,"[28, 22, 49, 0]","[0, 1, 0]",17,"[0, 0, 1, 0, 0, 0]",5.9916,1.0021,-0.168,96.64,0.451,True,0.9996,172.03
902,"[28, 22, 14, 0]","[0, 1, 0]",18,"[0, 0, 1, 0, 0, 0]",5.56,1.0027,-0.762,0.0,0.7364,True,0.0,0.0
903,"[28, 22, 32, 0]","[0, 1, 0]",18,"[0, 0, 1, 0, 0, 0]",5.6533,1.0025,-0.691,0.0,0.6225,True,0.0,0.0
904,"[28, 22, 50, 0]","[0, 1, 0]",18,"[0, 0, 1, 0, 0, 0]",5.9292,1.0032,-0.571,0.0,0.4375,True,0.0,0.0
905,"[28, 22, 15, 0]","[0, 1, 0]",19,"[0, 0, 1, 0, 0, 0]",5.51,1.0,-0.824,0.0,0.75,True,0.0,0.0
906,"[28, 22, 33, 0]","[0, 1, 0]",19,"[0, 0, 1, 0, 0, 0]",5.67,0.9982,-0.62,0.0,0.779,True,0.0002,0.04
907,"[28, 22, 51, 0]","[0, 1, 0]",19,"[0, 0, 1, 0, 0, 0]",5.96,0.995,-0.507,0.0,0.556,True,0.0,0.0
908,"[28, 23, 13, 0]","[0, 1, 0]",18,"[0, 0, 1, 0, 0, 0]",5.5669,1.0041,-0.196,0.0,0.0995,True,0.0,0.0
909,"[28, 23, 31, 0]","[0, 1, 0]",18,"[0, 0, 1, 0, 0, 0]",5.5508,1.0036,-0.195,0.0,0.3039,True,0.0,0.0
910,"[28, 23, 49, 0]","[0, 1, 0]",18,"[0, 0, 1, 0, 0, 0]",5.8388,1.0029,0.106,0.0,0.2617,False,0.0,0.0
911,"[28, 23, 14, 0]","[0, 1, 0]",19,"[0, 0, 1, 0, 0, 0]",5.47,1.0018,-0.316,90.97,0.902,True,0.9582,216.78
912,"[28, 23, 32, 0]","[0, 1, 0]",19,"[0, 0, 1, 0, 0, 0]",5.58,1.0,-0.203,96.55,0.708,True,0.9917,211.74
913,"[28, 23, 50, 0]","[0, 1, 0]",19,"[0, 0, 1, 0, 0, 0]",5.87,0.9983,-0.079,100.0,0.48,True,1.0,183.72
914,"[28, 23, 15, 0]","[0, 1, 0]",20,"[0, 0, 1, 0, 0, 0]",5.45,0.9982,-0.403,73.68,0.836,True,1.9054,437.44
915,"[28, 23, 33, 0]","[0, 1, 0]",20,"[0, 0, 1, 0, 0, 0]",5.62,0.9982,-0.2,57.58,0.642,True,1.9956,417.8
916,"[28, 23, 51, 0]","[0, 1, 0]",20,"[0, 0, 1, 0, 0, 0]",5.89,1.0,-0.122,100.0,0.408,True,2.0,363.09
917,"[28, 24, 13, 0]","[0, 1, 0]",19,"[0, 0, 1, 0, 0, 0]",5.54,0.9982,0.114,100.0,0.314,False,1.0001,218.59
918,"[28, 24, 31, 0]","[0, 1, 0]",19,"[0, 0, 1, 0, 0, 0]",5.53,1.0,0.149,100.0,0.508,False,1.0,219.36
919,"[28, 24, 49, 0]","[0, 1, 0]",19,"[0, 0, 1, 0, 0, 0]",5.99,1.0,0.331,14.31,0.167,False,3.7035,639.23
920,"[28, 24, 14, 0]","[0, 1, 0]",20,"[0, 0, 1, 0, 0, 0]",5.44,1.0,-0.116,100.0,0.846,True,2.0,460.85
921,"[28, 24, 32, 0]","[0, 1, 0]",20,"[0, 0, 1, 0, 0, 0]",5.56,0.9982,-0.001,100.0,0.637,True,2.0,432.43
922,"[28, 24, 50, 0]","[0, 1, 0]",20,"[0, 0, 1, 0, 0, 0]",5.88,1.0,0.081,52.61,0.318,False,2.488,453.99
923,"[28, 24, 15, 0]","[0, 1, 0]",21,"[0, 0, 1, 0, 0, 0]",5.4247,1.0034,-0.254,100.0,0.77,True,3.0,694.79
924,"[28, 24, 33, 0]","[0, 1, 0]",21,"[0, 0, 1, 0, 0, 0]",5.62,1.0,-0.079,100.0,0.556,True,3.0,626.96
925,"[28, 24, 51, 0]","[0, 1, 0]",21,"[0, 0, 1, 0, 0, 0]",5.89,1.0,-0.042,80.25,0.323,True,3.0499,553.69
926,"[28, 25, 13, 0]","[0, 1, 0]",20,"[0, 0, 0, 1, 0, 0]",5.56,1.036,-0.04,69.47,0.656,True,3.1633,659.02
927,"[28, 25, 31, 0]","[0, 1, 0]",20,"[0, 0, 1, 0, 0, 0]",5.64,1.0,-0.005,57.23,0.603,True,3.3076,683.92
928,"[28, 25, 49, 0]","[0, 1, 0]",20,"[0, 0, 1, 0, 0, 0]",5.96,1.0034,0.152,54.19,0.375,False,3.8207,667.23
929,"[28, 25, 14, 0]","[0, 1, 0]",21,"[0, 0, 1, 0, 0, 0]",5.45,1.0018,-0.251,100.0,0.851,True,3.0,686.22
930,"[28, 25, 32, 0]","[0, 1, 0]",21,"[0, 0, 1, 0, 0, 0]",5.57,1.0018,-0.153,60.38,0.656,True,3.0076,644.47
931,"[28, 25, 50, 0]","[0, 1, 0]",21,"[0, 0, 1, 0, 0, 0]",5.88,1.0,-0.114,1.57,0.427,True,3.319,605.62
932,"[28, 25, 15, 0]","[0, 1, 0]",22,"[0, 0, 1, 0, 0, 0]",5.46,1.0018,-0.4,100.0,0.869,True,4.0,909.94
933,"[28, 25, 33, 0]","[0, 1, 0]",22,"[0, 0, 1, 0, 0, 0]",5.64,0.9982,-0.25,100.0,0.694,True,4.0,828.55
934,"[28, 25, 51, 0]","[0, 1, 0]",22,"[0, 0, 1, 0, 0, 0]",5.91,1.0,-0.217,100.0,0.484,True,4.0,718.83
935,"[28, 26, 13, 0]","[0, 1, 0]",21,"[0, 0, 1, 0, 0, 0]",5.56,0.9964,-0.069,85.43,0.304,True,2.9978,649.34
936,"[28, 26, 31, 0]","[0, 1, 0]",21,"[0, 0, 1, 0, 0, 0]",5.56,0.9982,-0.017,100.0,0.594,True,3.0,648.64
937,"[28, 26, 49, 0]","[0, 1, 0]",21,"[0, 0, 1, 0, 0, 0]",5.85,1.0,0.195,100.0,0.651,False,3.0,555.88
938,"[28, 26, 14, 0]","[0, 1, 0]",22,"[0, 0, 1, 0, 0, 0]",5.44,1.0,-0.12,73.71,0.784,True,3.3327,767.94
